-160,-41,15cc,100%
-18,28,9cc,25%
-140,92,15cc,75%
-175,-21,15cc,25%
-142,91,15cc,75%
-132,96,15cc,0%
-119,-64,9cc,100%
-185,15,9cc,50%
-63,-57,9cc,0%
-180,-11,9cc,0%
-87,-65,15cc,50%
-185,12,15cc,50%
-174,-24,15cc,0%
-24,53,9cc,25%
-27,-23,9cc,50%
-167,71,15cc,50%
-183,40,15cc,75%
-16,15,15cc,50%
-16,14,15cc,50%
-186,13,15cc,75%
-17,4,15cc,150%
-16,26,9cc,125%
-16,10,15cc,50%
-168,71,9cc,50%
-24,55,9cc,75%
-147,90,9cc,25%
-185,2,9cc,75%
-40,78,9cc,75%
-160,80,9cc,25%
-16,8,15cc,0%
-58,-56,15cc,75%
-18,-3,9cc,50%
-103,104,9cc,25%
-72,99,9cc,100%
-15,14,9cc,50%
-181,-14,15cc,50%
-169,-35,15cc,75%
-109,104,15cc,75%
-71,-63,15cc,125%
-125,-65,15cc,25%
-183,46,15cc,75%
-16,1,15cc,150%
-70,99,15cc,100%
-17,-4,15cc,100%
-79,-66,15cc,50%
-119,103,15cc,125%
-67,-62,9cc,100%
-15,5,9cc,150%
-115,104,9cc,125%
-188,25,9cc,25%
-14,10,15cc,100%
-56,93,9cc,50%
-17,43,9cc,125%
-17,-7,9cc,100%
-19,49,15cc,100%
-19,50,9cc,100%
-124,103,9cc,75%
-186,41,9cc,75%
-82,104,9cc,125%
-96,106,9cc,75%
-189,13,15cc,75%
-106,-70,9cc,75%
-178,-25,15cc,0%
-189,24,9cc,25%
-13,12,9cc,0%
-17,-9,9cc,125%
-14,34,9cc,75%
-80,104,15cc,125%
-63,-62,15cc,25%
-126,103,9cc,75%
-189,7,15cc,25%
-57,-59,15cc,75%
-25,-28,9cc,50%
-41,84,9cc,0%
-13,1,15cc,150%
-45,88,15cc,50%
-55,95,15cc,100%
-178,-28,15cc,50%
-188,-4,9cc,50%
-17,50,9cc,50%
-181,59,9cc,125%
-99,108,15cc,50%
-32,76,15cc,75%
-186,-12,15cc,25%
-107,108,15cc,25%
-11,12,15cc,0%
-108,108,9cc,75%
-117,-71,15cc,75%
-73,104,15cc,100%
-11,9,9cc,50%
-184,-18,9cc,25%
-188,-7,15cc,50%
-39,-48,15cc,75%
-190,35,9cc,75%
-40,-49,9cc,0%
-26,69,9cc,0%
-189,40,9cc,75%
-178,66,9cc,100%
-32,77,15cc,50%
-88,108,15cc,75%
-101,-73,15cc,100%
-11,4,15cc,125%
-10,22,9cc,25%
-13,-6,15cc,75%
-121,107,9cc,75%
-178,67,15cc,100%
-192,11,9cc,75%
-169,-43,9cc,50%
-188,46,15cc,25%
-174,73,9cc,100%
-155,-56,9cc,25%
-18,57,9cc,75%
-69,104,15cc,100%
-190,41,9cc,75%
-54,-61,15cc,100%
-128,-70,15cc,100%
-41,88,15cc,50%
-31,78,9cc,75%
-116,109,9cc,100%
-10,3,15cc,75%
-21,64,15cc,125%
-180,66,15cc,100%
-9,9,15cc,50%
-135,104,15cc,75%
-183,-25,15cc,50%
-130,106,9cc,100%
-16,55,15cc,50%
-10,0,15cc,100%
-194,19,9cc,75%
-12,-9,9cc,75%
-188,-15,9cc,0%
-44,92,9cc,50%
-175,75,9cc,100%
-14,-16,9cc,150%
-18,-25,9cc,25%
-151,-61,15cc,125%
-8,8,15cc,25%
-56,-64,15cc,125%
-64,104,9cc,50%
-188,-17,9cc,0%
-13,-15,9cc,150%
-15,56,15cc,25%
-188,-18,9cc,0%
-7,11,9cc,25%
-13,-16,9cc,150%
-192,-7,15cc,50%
-79,-74,15cc,75%
-141,-68,9cc,75%
-53,-64,9cc,50%
-6,12,9cc,25%
-157,95,9cc,100%
-10,46,15cc,50%
-76,110,9cc,0%
-46,-60,15cc,50%
-75,-74,15cc,50%
-6,7,9cc,25%
-196,30,15cc,0%
-55,-66,15cc,100%
-18,66,9cc,25%
-195,-1,15cc,50%
-65,107,15cc,50%
-60,-69,9cc,75%
-95,-78,9cc,100%
-49,-63,9cc,0%
-173,-46,9cc,0%
-10,-14,15cc,75%
-91,114,9cc,100%
-13,58,9cc,25%
-6,36,15cc,25%
-119,-77,9cc,50%
-10,-15,9cc,75%
-169,87,15cc,25%
-29,83,9cc,25%
-87,114,9cc,125%
-56,104,15cc,25%
-49,100,15cc,25%
-183,70,9cc,25%
-62,-71,9cc,25%
-191,55,15cc,50%
-5,2,9cc,75%
-152,101,15cc,75%
-50,101,9cc,25%
-8,47,15cc,50%
-136,-73,15cc,75%
-197,0,15cc,0%
-4,30,15cc,75%
-78,-77,9cc,50%
-7,-9,15cc,75%
-6,-6,9cc,0%
-194,-13,9cc,25%
-7,-10,15cc,100%
-150,103,9cc,75%
-16,67,15cc,0%
-199,12,9cc,25%
-48,101,9cc,25%
-118,-79,9cc,0%
-5,-4,9cc,0%
-42,-61,9cc,25%
-8,-15,9cc,150%
-4,-1,15cc,25%
-198,-2,15cc,0%
-98,117,9cc,150%
-97,117,15cc,150%
-107,-81,15cc,0%
-190,-26,15cc,125%
-43,-63,9cc,0%
-30,-52,9cc,75%
-2,6,9cc,100%
-5,-9,15cc,75%
-142,-73,15cc,0%
-199,-1,15cc,0%
-183,-39,15cc,150%
-138,111,9cc,100%
-8,-19,9cc,150%
200,13,15cc,0%
-51,105,15cc,50%
-169,-56,15cc,75%
-168,93,9cc,25%
-1,7,9cc,50%
-146,108,15cc,0%
-7,-18,15cc,150%
-128,-79,9cc,75%
-142,-74,9cc,25%
-114,-82,9cc,25%
-140,111,15cc,150%
-132,114,9cc,75%
-81,117,15cc,25%
-48,104,15cc,25%
-145,109,15cc,125%
199,13,9cc,25%
-59,-74,9cc,25%
-3,-7,9cc,75%
-2,-3,15cc,0%
-2,-5,9cc,0%
0,6,9cc,100%
-62,112,9cc,0%
-178,85,15cc,25%
-51,107,9cc,75%
-126,117,9cc,50%
-107,-84,9cc,125%
-3,47,9cc,0%
-199,-11,9cc,0%
-130,-80,15cc,50%
-1,-4,15cc,0%
-172,92,9cc,25%
1,6,9cc,150%
-189,-35,15cc,50%
-178,-50,15cc,75%
-48,-70,9cc,25%
-19,80,9cc,25%
-39,-64,15cc,25%
-14,-37,15cc,25%
-115,120,15cc,150%
2,19,15cc,50%
197,14,9cc,50%
-21,-47,15cc,50%
-97,-85,9cc,0%
-3,-14,15cc,150%
2,11,9cc,25%
-177,-52,9cc,75%
-178,-51,15cc,75%
-157,105,15cc,0%
-1,45,15cc,25%
-43,104,15cc,75%
-149,110,15cc,75%
-166,-63,9cc,25%
3,15,9cc,0%
-24,88,9cc,0%
1,39,15cc,0%
-195,-27,9cc,125%
-199,54,15cc,75%
-198,57,9cc,25%
-175,92,9cc,75%
3,31,9cc,75%
-15,-42,15cc,50%
-7,65,9cc,75%
4,13,9cc,0%
-1,-15,9cc,0%
-91,123,9cc,25%
4,8,9cc,150%
-83,-86,15cc,75%
-67,118,15cc,0%
-113,123,15cc,100%
195,30,15cc,100%
-200,-19,15cc,0%
195,31,15cc,100%
-148,113,15cc,25%
5,19,9cc,0%
-39,-68,15cc,25%
-99,-88,15cc,0%
-63,117,15cc,25%
-35,101,15cc,100%
-178,91,9cc,50%
-127,-85,15cc,50%
199,51,15cc,75%
-11,-39,15cc,75%
-178,92,15cc,75%
-45,109,9cc,75%
-6,67,15cc,50%
5,32,15cc,75%
-87,-88,9cc,50%
6,20,15cc,25%
-13,-43,15cc,75%
-109,125,9cc,75%
-83,-88,9cc,100%
-143,-81,15cc,125%
-31,100,9cc,100%
-58,117,9cc,75%
7,15,15cc,0%
4,-8,15cc,25%
-177,95,15cc,100%
192,11,15cc,75%
-168,-67,15cc,25%
-180,92,9cc,100%
6,1,9cc,75%
-128,-87,9cc,150%
-59,118,15cc,100%
-113,-90,9cc,75%
-4,-31,9cc,0%
-43,110,9cc,25%
2,-17,15cc,50%
-24,95,9cc,100%
-161,-73,9cc,0%
8,16,9cc,0%
7,3,9cc,150%
3,51,9cc,50%
-107,-91,15cc,75%
-167,105,9cc,50%
4,-12,9cc,0%
-188,-48,9cc,75%
-74,124,15cc,25%
5,-9,15cc,125%
-36,106,9cc,75%
-170,103,15cc,0%
7,37,9cc,75%
7,38,15cc,50%
-164,-72,9cc,0%
-200,-30,15cc,50%
5,48,15cc,25%
9,12,15cc,0%
-179,96,9cc,100%
-21,-58,15cc,75%
-182,-57,15cc,75%
-52,-81,9cc,75%
-28,101,9cc,25%
-29,-66,15cc,100%
8,-1,15cc,75%
-167,-71,15cc,25%
-72,125,15cc,0%
-191,-47,15cc,50%
10,22,9cc,100%
-105,-93,9cc,50%
7,-9,15cc,150%
-186,90,15cc,75%
8,41,9cc,25%
7,-10,15cc,150%
195,-20,15cc,0%
9,-2,9cc,75%
-19,-58,9cc,50%
-49,117,9cc,75%
-18,-57,9cc,25%
-199,-36,9cc,25%
-3,-36,15cc,25%
-175,102,9cc,50%
-101,-94,15cc,50%
-28,103,9cc,25%
188,13,9cc,75%
10,34,15cc,100%
0,67,9cc,25%
-14,89,9cc,50%
189,1,15cc,25%
7,-13,9cc,150%
-156,-80,9cc,100%
-7,80,9cc,25%
-2,72,15cc,75%
-3,-38,9cc,25%
10,39,15cc,50%
-9,84,9cc,25%
12,8,15cc,0%
-36,111,9cc,75%
7,-17,9cc,125%
12,7,15cc,0%
-14,91,15cc,25%
-120,-94,15cc,0%
-65,126,9cc,75%
-68,-91,9cc,25%
-179,-65,9cc,50%
-116,131,15cc,0%
12,2,9cc,25%
11,-4,15cc,100%
-166,-76,15cc,75%
13,9,15cc,0%
12,0,9cc,50%
-151,121,9cc,100%
186,29,9cc,100%
-165,113,15cc,0%
-34,-75,9cc,75%
-17,96,9cc,25%
-177,104,15cc,75%
13,4,9cc,25%
-50,121,15cc,75%
-175,-70,9cc,75%
-105,-97,9cc,25%
8,55,9cc,75%
12,-4,15cc,100%
3,-32,9cc,125%
12,-6,15cc,75%
-31,-74,15cc,100%
185,30,15cc,25%
-57,-89,15cc,25%
-42,-82,15cc,50%
-141,-91,9cc,25%
185,36,9cc,75%
14,0,15cc,25%
-91,134,9cc,25%
199,-40,15cc,0%
-175,-72,15cc,75%
-90,-98,9cc,75%
-10,91,9cc,50%
-19,101,9cc,100%
-4,83,15cc,125%
8,-24,9cc,125%
-29,110,15cc,100%
-179,105,15cc,50%
183,18,15cc,0%
-64,-93,15cc,75%
183,21,9cc,25%
-197,-49,9cc,0%
16,12,9cc,50%
13,-9,9cc,150%
189,56,15cc,75%
16,9,15cc,50%
15,0,9cc,25%
-73,-96,15cc,25%
-182,103,9cc,75%
187,-14,9cc,0%
-39,-82,9cc,75%
6,67,9cc,50%
183,31,9cc,25%
16,3,15cc,50%
-105,136,9cc,75%
-85,135,9cc,0%
14,-9,15cc,75%
17,27,15cc,100%
-137,131,9cc,50%
-140,-94,9cc,100%
-72,133,15cc,100%
-89,136,15cc,25%
184,-7,15cc,75%
-31,-78,9cc,25%
-183,104,15cc,25%
-8,92,15cc,75%
9,63,9cc,75%
-135,-96,9cc,125%
-167,117,15cc,75%
18,17,15cc,75%
7,-32,9cc,150%
189,61,15cc,150%
189,-25,15cc,0%
18,12,15cc,50%
-173,-77,9cc,50%
17,36,9cc,50%
17,0,9cc,25%
-50,126,15cc,0%
191,-31,9cc,25%
-120,136,15cc,0%
15,-11,9cc,75%
183,44,15cc,75%
-67,133,15cc,125%
2,80,15cc,0%
-189,-64,9cc,25%
198,82,15cc,25%
-120,137,9cc,0%
-10,-61,9cc,75%
-143,-95,15cc,25%
-131,-99,9cc,75%
-184,106,15cc,25%
20,17,15cc,50%
-79,137,15cc,50%
18,-4,9cc,25%
-31,117,15cc,125%
-69,135,9cc,125%
20,28,15cc,0%
-123,-102,9cc,25%
184,-20,9cc,75%
-158,-90,9cc,50%
10,-33,15cc,150%
-42,125,15cc,50%
-14,104,9cc,50%
-140,-98,9cc,125%
-38,-87,15cc,125%
17,-15,9cc,25%
-49,129,9cc,0%
188,68,15cc,75%
195,82,9cc,25%
-74,-102,9cc,0%
-44,127,9cc,100%
-104,-105,9cc,100%
-96,141,9cc,25%
-185,108,9cc,25%
-10,-65,15cc,75%
-35,122,15cc,50%
-29,118,15cc,75%
-183,110,9cc,0%
22,27,9cc,50%
179,-6,9cc,75%
15,-24,9cc,100%
-111,141,9cc,25%
-111,-105,15cc,125%
-130,138,15cc,25%
-196,97,15cc,100%
177,5,15cc,25%
-14,106,9cc,50%
194,82,15cc,0%
-4,-59,15cc,125%
-158,128,9cc,50%
-116,141,15cc,75%
21,-4,15cc,25%
22,34,9cc,75%
-195,-63,15cc,75%
11,72,15cc,0%
-56,134,9cc,100%
-163,126,9cc,25%
-174,-83,9cc,75%
19,52,9cc,25%
21,44,15cc,75%
189,-39,15cc,0%
176,3,9cc,25%
-66,138,15cc,75%
-4,-61,9cc,100%
-180,-79,15cc,100%
-124,-105,15cc,0%
-95,143,9cc,25%
-157,130,15cc,25%
-16,110,9cc,25%
3,88,15cc,25%
-39,-91,9cc,100%
-120,142,15cc,25%
22,43,15cc,50%
-138,-102,9cc,100%
-113,-107,15cc,100%
-58,-100,9cc,50%
-20,-78,9cc,150%
179,-16,15cc,125%
18,59,9cc,0%
21,-13,9cc,75%
24,33,9cc,125%
17,-26,9cc,100%
13,-36,15cc,75%
-41,-93,9cc,25%
25,26,15cc,50%
190,-44,9cc,50%
-111,144,15cc,0%
2,-56,15cc,75%
-175,-85,15cc,0%
-136,140,15cc,25%
-101,-109,15cc,50%
12,-40,15cc,75%
-31,-88,9cc,50%
-177,120,15cc,25%
195,90,9cc,25%
-173,-87,15cc,0%
-8,-69,9cc,125%
-167,-91,9cc,100%
-141,-103,9cc,25%
-30,124,9cc,100%
22,-16,9cc,125%
-179,-83,15cc,75%
174,39,9cc,50%
-122,-108,9cc,25%
-115,145,15cc,0%
-31,125,9cc,100%
24,45,15cc,75%
26,2,15cc,0%
-104,-110,15cc,75%
-106,-110,9cc,50%
27,12,9cc,50%
-16,114,15cc,75%
-5,103,9cc,50%
-180,-83,9cc,75%
-22,-83,15cc,0%
26,36,15cc,50%
-58,-103,15cc,150%
-138,141,9cc,25%
-127,144,9cc,0%
174,44,9cc,75%
-180,-84,9cc,75%
-140,141,15cc,25%
-105,147,15cc,25%
173,41,15cc,50%
-137,-106,15cc,50%
-118,146,15cc,50%
-35,129,15cc,50%
-77,145,15cc,75%
27,36,15cc,50%
-92,-111,15cc,125%
9,-50,15cc,75%
-38,131,15cc,25%
-11,-75,15cc,100%
-126,-109,15cc,25%
-89,-111,15cc,75%
-177,123,9cc,0%
195,-58,9cc,0%
-88,147,9cc,50%
-34,-93,9cc,50%
-41,133,9cc,100%
-41,-97,9cc,25%
171,32,9cc,50%
179,65,15cc,100%
-59,141,9cc,50%
11,84,9cc,75%
170,19,15cc,75%
199,-64,15cc,25%
-193,-74,9cc,100%
-11,-76,15cc,100%
-33,129,9cc,50%
-108,148,15cc,25%
-109,148,15cc,25%
-126,-110,15cc,25%
3,-61,9cc,75%
186,82,9cc,100%
27,45,15cc,0%
-86,148,9cc,50%
28,-5,15cc,50%
30,13,9cc,50%
-38,133,9cc,25%
19,71,9cc,100%
169,25,15cc,50%
189,-52,9cc,0%
-147,141,15cc,125%
169,8,9cc,50%
195,97,15cc,25%
-45,137,15cc,25%
-10,-77,9cc,150%
174,56,15cc,100%
-122,148,9cc,50%
172,-13,9cc,0%
-153,-103,15cc,25%
-3,-70,9cc,75%
-172,129,9cc,100%
196,-63,9cc,25%
174,-21,9cc,75%
168,19,15cc,75%
4,-62,15cc,100%
29,42,15cc,25%
168,27,9cc,0%
29,43,15cc,25%
-81,149,9cc,125%
-121,-113,15cc,50%
-188,118,9cc,75%
-88,-114,15cc,75%
-158,138,15cc,0%
-156,-103,15cc,0%
187,88,15cc,50%
170,-11,9cc,75%
200,-70,15cc,0%
167,28,9cc,25%
-27,129,15cc,75%
-169,133,15cc,50%
190,-58,9cc,25%
-2,-72,15cc,100%
-77,150,15cc,125%
180,78,15cc,150%
20,76,15cc,100%
-27,-94,9cc,150%
175,67,15cc,100%
27,59,9cc,50%
-80,151,9cc,125%
-146,145,9cc,150%
-179,128,9cc,0%
-32,134,15cc,75%
-100,-117,9cc,25%
172,-25,15cc,100%
-196,-78,15cc,25%
-198,-76,15cc,100%
-16,-87,9cc,0%
14,-53,9cc,100%
25,67,9cc,75%
23,72,9cc,100%
183,-50,9cc,0%
1,107,9cc,75%
1,-71,9cc,75%
-184,-89,9cc,50%
-38,-102,15cc,150%
18,83,15cc,75%
-88,-117,9cc,75%
-23,129,9cc,125%
-7,-80,15cc,150%
-182,127,15cc,0%
191,-63,9cc,0%
13,-56,15cc,75%
167,46,15cc,50%
199,-73,15cc,25%
-39,-103,15cc,150%
35,18,9cc,100%
31,51,15cc,50%
32,47,9cc,25%
28,62,9cc,100%
11,96,9cc,25%
188,96,15cc,25%
5,104,15cc,75%
-127,-116,9cc,0%
-168,137,15cc,50%
164,5,15cc,100%
174,71,9cc,100%
166,45,9cc,75%
-154,-108,9cc,50%
27,66,9cc,75%
197,-72,9cc,25%
-191,-85,9cc,50%
-165,139,9cc,25%
-43,142,9cc,50%
-95,155,9cc,0%
-83,154,15cc,75%
-176,133,9cc,25%
36,27,15cc,0%
-164,-104,9cc,75%
-191,122,15cc,75%
-39,-105,15cc,125%
-13,-88,15cc,100%
-69,-116,15cc,50%
163,33,9cc,25%
-73,-117,9cc,25%
30,61,9cc,100%
-45,144,15cc,100%
-199,115,9cc,100%
166,-15,9cc,0%
163,35,15cc,25%
23,79,9cc,25%
11,-63,15cc,25%
34,48,15cc,0%
180,87,9cc,25%
-171,138,15cc,50%
-101,-121,9cc,0%
38,14,9cc,75%
36,42,15cc,25%
-164,-106,15cc,75%
38,23,9cc,75%
37,0,15cc,0%
169,65,15cc,25%
-148,-113,15cc,50%
173,75,9cc,0%
-24,134,15cc,125%
-110,157,15cc,75%
-32,139,15cc,75%
-200,-80,9cc,25%
35,-13,9cc,50%
-89,-121,9cc,0%
-122,156,15cc,50%
163,45,15cc,75%
21,-50,9cc,0%
15,-60,15cc,75%
-86,157,9cc,50%
-47,-111,9cc,75%
37,41,15cc,25%
-117,157,9cc,75%
-29,-102,15cc,75%
170,70,15cc,25%
160,16,15cc,75%
21,-51,15cc,0%
190,105,15cc,100%
36,-12,15cc,75%
-177,136,9cc,75%
-19,-96,15cc,25%
-81,157,15cc,75%
-80,-121,15cc,50%
162,-9,9cc,150%
-5,-85,15cc,100%
-78,-121,15cc,50%
36,-15,9cc,25%
-184,-96,9cc,75%
-15,130,9cc,75%
160,-1,15cc,75%
26,80,15cc,25%
-163,-109,15cc,50%
-136,-119,15cc,50%
-112,159,9cc,25%
184,99,9cc,25%
195,-77,15cc,50%
-196,-87,9cc,75%
-185,-96,15cc,50%
-52,151,15cc,25%
172,79,9cc,25%
40,33,9cc,75%
